Sampled Sewer Area,DataZone2011,Pop2011,dz_pop,prop_dz
Daldowie DOA,S01011536,674,674,1.0
Daldowie DOA,S01011537,530,530,1.0
Daldowie DOA,S01011538,655,655,1.0
Daldowie DOA,S01011539,738,738,1.0
Daldowie DOA,S01011540,1052,1052,1.0
Daldowie DOA,S01011541,937,937,1.0
Daldowie DOA,S01011542,929,929,1.0
Daldowie DOA,S01011543,810,810,1.0
Daldowie DOA,S01011544,673,673,1.0
Daldowie DOA,S01011545,572,572,1.0
Daldowie DOA,S01011546,747,747,1.0
Daldowie DOA,S01011547,609,609,1.0
Daldowie DOA,S01011548,746,746,1.0
Daldowie DOA,S01011549,801,801,1.0
Daldowie DOA,S01011550,714,714,1.0
Daldowie DOA,S01011551,548,548,1.0
Daldowie DOA,S01011552,703,703,1.0
Daldowie DOA,S01011553,833,833,1.0
Daldowie DOA,S01011554,896,896,1.0
Daldowie DOA,S01011555,552,552,1.0
Daldowie DOA,S01011556,509,509,1.0
Daldowie DOA,S01011557,750,750,1.0
Daldowie DOA,S01011558,577,577,1.0
Daldowie DOA,S01011559,620,620,1.0
Daldowie DOA,S01011560,757,757,1.0
Daldowie DOA,S01011561,834,834,1.0
Daldowie DOA,S01011562,647,647,1.0
Daldowie DOA,S01011563,762,762,1.0
Daldowie DOA,S01011564,966,966,1.0
Daldowie DOA,S01011565,952,952,1.0
Daldowie DOA,S01011566,917,917,1.0
Daldowie DOA,S01011567,965,965,1.0
Daldowie DOA,S01011568,847,847,1.0
Daldowie DOA,S01011569,958,958,1.0
Daldowie DOA,S01011570,726,726,1.0
Daldowie DOA,S01011571,649,649,1.0
Daldowie DOA,S01011572,588,588,1.0
Daldowie DOA,S01011573,1084,1084,1.0
Daldowie DOA,S01011574,795,795,1.0
Daldowie DOA,S01011575,533,533,1.0
Daldowie DOA,S01011576,897,897,1.0
Daldowie DOA,S01011577,702,702,1.0
Daldowie DOA,S01011578,845,845,1.0
Daldowie DOA,S01011579,1089,1089,1.0
Daldowie DOA,S01011580,766,766,1.0
Daldowie DOA,S01011581,802,802,1.0
Daldowie DOA,S01011582,1104,1104,1.0
Daldowie DOA,S01011583,672,672,1.0
Daldowie DOA,S01011584,708,708,1.0
Daldowie DOA,S01011585,719,719,1.0
Daldowie DOA,S01011586,578,578,1.0
Daldowie DOA,S01011587,575,575,1.0
Daldowie DOA,S01011588,792,792,1.0
Daldowie DOA,S01011589,868,868,1.0
Daldowie DOA,S01011590,689,689,1.0
Daldowie DOA,S01011591,597,597,1.0
Daldowie DOA,S01011592,705,705,1.0
Daldowie DOA,S01011593,717,717,1.0
Daldowie DOA,S01011594,433,433,1.0
Daldowie DOA,S01011595,596,596,1.0
Daldowie DOA,S01011596,997,997,1.0
Daldowie DOA,S01011597,611,611,1.0
Daldowie DOA,S01011598,785,785,1.0
Daldowie DOA,S01011599,823,823,1.0
Daldowie DOA,S01011600,737,737,1.0
Daldowie DOA,S01011601,848,848,1.0
Daldowie DOA,S01011602,614,614,1.0
Daldowie DOA,S01011603,791,791,1.0
Daldowie DOA,S01011604,690,690,1.0
Daldowie DOA,S01011605,844,844,1.0
Daldowie DOA,S01011606,990,990,1.0
Daldowie DOA,S01011607,569,569,1.0
Daldowie DOA,S01011608,945,945,1.0
Daldowie DOA,S01011609,970,970,1.0
Daldowie DOA,S01011610,833,833,1.0
Daldowie DOA,S01011611,694,694,1.0
Daldowie DOA,S01011612,628,628,1.0
Daldowie DOA,S01011613,940,940,1.0
Daldowie DOA,S01011614,447,552,0.8097826086956522
Daldowie DOA,S01011615,728,728,1.0
Daldowie DOA,S01011616,427,427,1.0
Daldowie DOA,S01011617,840,840,1.0
Daldowie DOA,S01011618,650,650,1.0
Daldowie DOA,S01011619,1050,1050,1.0
Daldowie DOA,S01011620,1052,1052,1.0
Daldowie DOA,S01011621,781,781,1.0
Daldowie DOA,S01011622,649,649,1.0
Daldowie DOA,S01011623,703,703,1.0
Daldowie DOA,S01011624,722,722,1.0
Daldowie DOA,S01011625,548,548,1.0
Daldowie DOA,S01011626,781,781,1.0
Daldowie DOA,S01011627,733,733,1.0
Daldowie DOA,S01011628,1106,1106,1.0
Daldowie DOA,S01011629,629,629,1.0
Daldowie DOA,S01011630,641,641,1.0
Daldowie DOA,S01011631,628,628,1.0
Daldowie DOA,S01011632,754,754,1.0
Daldowie DOA,S01011633,736,736,1.0
Daldowie DOA,S01011634,565,565,1.0
Daldowie DOA,S01011635,683,683,1.0
Daldowie DOA,S01011636,720,720,1.0
Daldowie DOA,S01011637,684,684,1.0
Daldowie DOA,S01011638,483,483,1.0
Daldowie DOA,S01011639,590,590,1.0
Daldowie DOA,S01011640,674,674,1.0
Daldowie DOA,S01011641,476,476,1.0
Daldowie DOA,S01011642,790,790,1.0
Daldowie DOA,S01011643,591,591,1.0
Daldowie DOA,S01011644,717,717,1.0
Daldowie DOA,S01011645,537,537,1.0
Daldowie DOA,S01011646,696,696,1.0
Daldowie DOA,S01011647,878,878,1.0
Daldowie DOA,S01011648,694,694,1.0
Daldowie DOA,S01011649,502,502,1.0
Daldowie DOA,S01011650,721,721,1.0
Daldowie DOA,S01011651,926,926,1.0
Daldowie DOA,S01011652,760,760,1.0
Daldowie DOA,S01011653,899,899,1.0
Daldowie DOA,S01011654,982,982,1.0
Daldowie DOA,S01011655,846,846,1.0
Daldowie DOA,S01011656,608,608,1.0
Daldowie DOA,S01011657,514,514,1.0
Daldowie DOA,S01011658,655,655,1.0
Daldowie DOA,S01011659,808,808,1.0
Daldowie DOA,S01011660,906,906,1.0
Daldowie DOA,S01011661,516,516,1.0
Daldowie DOA,S01011662,642,642,1.0
Daldowie DOA,S01011663,764,961,0.7950052029136316
Daldowie DOA,S01011664,1044,1044,1.0
Daldowie DOA,S01011665,850,850,1.0
Daldowie DOA,S01011666,853,853,1.0
Daldowie DOA,S01011667,797,797,1.0
Daldowie DOA,S01011668,1042,1042,1.0
Daldowie DOA,S01011669,630,630,1.0
Daldowie DOA,S01011670,536,536,1.0
Daldowie DOA,S01011671,678,678,1.0
Daldowie DOA,S01011672,604,604,1.0
Daldowie DOA,S01011673,661,661,1.0
Daldowie DOA,S01011674,1016,1049,0.9685414680648237
Daldowie DOA,S01011682,42,554,0.07581227436823104
Daldowie DOA,S01011685,618,802,0.770573566084788
Daldowie DOA,S01011686,828,828,1.0
Daldowie DOA,S01011687,844,919,0.9183895538628944
Daldowie DOA,S01011688,769,825,0.9321212121212121
Daldowie DOA,S01011695,35,951,0.03680336487907466
Daldowie DOA,S01012762,25,873,0.0286368843069874
Daldowie DOA,S01012765,224,944,0.23728813559322035
Daldowie DOA,S01012767,23,591,0.038917089678511
Daldowie DOA,S01012768,156,882,0.17687074829931973
Daldowie DOA,S01012769,30,500,0.06
Daldowie DOA,S01012798,164,753,0.21779548472775564
Daldowie DOA,S01012800,374,1129,0.3312666076173605
Daldowie DOA,S01012801,240,580,0.41379310344827586
Daldowie DOA,S01012802,612,612,1.0
Daldowie DOA,S01012803,675,1105,0.6108597285067874
Daldowie DOA,S01012804,764,764,1.0
Daldowie DOA,S01012805,912,912,1.0
Daldowie DOA,S01012806,734,734,1.0
Daldowie DOA,S01012807,587,587,1.0
Daldowie DOA,S01012808,1059,1059,1.0
Daldowie DOA,S01012809,618,618,1.0
Daldowie DOA,S01012810,897,898,0.9988864142538976
Daldowie DOA,S01012811,770,770,1.0
Daldowie DOA,S01012812,666,666,1.0
Daldowie DOA,S01012813,884,884,1.0
Daldowie DOA,S01012814,836,836,1.0
Daldowie DOA,S01012815,875,875,1.0
Daldowie DOA,S01012816,583,583,1.0
Daldowie DOA,S01012817,563,563,1.0
Daldowie DOA,S01012818,840,840,1.0
Daldowie DOA,S01012819,714,805,0.8869565217391304
Daldowie DOA,S01012820,1012,1017,0.9950835791543756
Daldowie DOA,S01012821,772,772,1.0
Daldowie DOA,S01012822,270,633,0.4265402843601896
Daldowie DOA,S01012823,387,1247,0.3103448275862069
Daldowie DOA,S01012824,664,842,0.7885985748218527
Daldowie DOA,S01012827,560,851,0.6580493537015276
Daldowie DOA,S01012828,583,583,1.0
Daldowie DOA,S01012829,865,865,1.0
Daldowie DOA,S01012830,574,799,0.718397997496871
Daldowie DOA,S01012831,195,731,0.2667578659370725
Daldowie DOA,S01012846,35,961,0.036420395421436005
Daldowie DOA,S01012900,158,926,0.17062634989200864
Daliburgh 'A' DOA,S01009017,152,1211,0.1255161023947151
Daliburgh 'B' DOA,S01009016,72,624,0.11538461538461539
Daliburgh 'B' DOA,S01009017,102,1211,0.08422791081750619
Dallas DOA,S01011168,230,1053,0.2184235517568851
Dallas ST DOA,S01011168,208,1053,0.19753086419753085
Dalleagles DOA,S01007870,38,575,0.06608695652173913
Dalmally School DOA,S01007308,180,806,0.22332506203473945
Dalmally Station DOA,S01007308,78,806,0.0967741935483871
Dalmarnock DOA,S01008106,232,1017,0.22812192723697147
Dalmarnock DOA,S01008107,180,1070,0.16822429906542055
Dalmarnock DOA,S01010037,639,639,1.0
Dalmarnock DOA,S01010038,990,990,1.0
Dalmarnock DOA,S01010039,324,1065,0.30422535211267604
Dalmarnock DOA,S01010040,725,741,0.9784075573549258
Dalmarnock DOA,S01010042,1095,1095,1.0
Dalmarnock DOA,S01010043,770,770,1.0
Dalmarnock DOA,S01010044,1137,1137,1.0
Dalmarnock DOA,S01010045,550,550,1.0
Dalmarnock DOA,S01010046,745,747,0.9973226238286479
Dalmarnock DOA,S01010047,828,828,1.0
Dalmarnock DOA,S01010048,951,954,0.9968553459119497
Dalmarnock DOA,S01010049,807,807,1.0
Dalmarnock DOA,S01010050,936,957,0.9780564263322884
Dalmarnock DOA,S01010051,693,693,1.0
Dalmarnock DOA,S01010052,684,684,1.0
Dalmarnock DOA,S01010053,859,859,1.0
Dalmarnock DOA,S01010054,573,573,1.0
Dalmarnock DOA,S01010055,1129,1129,1.0
Dalmarnock DOA,S01010056,451,451,1.0
Dalmarnock DOA,S01010057,407,407,1.0
Dalmarnock DOA,S01010058,781,781,1.0
Dalmarnock DOA,S01010059,619,619,1.0
Dalmarnock DOA,S01010060,908,908,1.0
Dalmarnock DOA,S01010061,510,510,1.0
Dalmarnock DOA,S01010062,750,750,1.0
Dalmarnock DOA,S01010063,860,984,0.8739837398373984
Dalmarnock DOA,S01010064,508,552,0.9202898550724637
Dalmarnock DOA,S01010065,839,840,0.9988095238095238
Dalmarnock DOA,S01010066,753,753,1.0
Dalmarnock DOA,S01010067,608,671,0.9061102831594635
Dalmarnock DOA,S01010068,651,651,1.0
Dalmarnock DOA,S01010069,808,1053,0.7673314339981007
Dalmarnock DOA,S01010070,665,874,0.7608695652173914
Dalmarnock DOA,S01010071,97,1018,0.09528487229862476
Dalmarnock DOA,S01010072,796,796,1.0
Dalmarnock DOA,S01010073,780,780,1.0
Dalmarnock DOA,S01010074,334,890,0.3752808988764045
Dalmarnock DOA,S01010079,82,1005,0.08159203980099503
Dalmarnock DOA,S01010080,206,815,0.252760736196319
Dalmarnock DOA,S01010081,371,899,0.41268075639599555
Dalmarnock DOA,S01010096,148,900,0.16444444444444445
Dalmarnock DOA,S01010097,451,1109,0.4066726780883679
Dalmarnock DOA,S01010101,67,811,0.08261405672009864
Dalmarnock DOA,S01010102,939,1183,0.7937447168216399
Dalmarnock DOA,S01010103,974,1558,0.6251604621309371
Dalmarnock DOA,S01010104,516,1204,0.42857142857142855
Dalmarnock DOA,S01010105,406,406,1.0
Dalmarnock DOA,S01010106,422,442,0.9547511312217195
Dalmarnock DOA,S01010107,793,793,1.0
Dalmarnock DOA,S01010108,733,733,1.0
Dalmarnock DOA,S01010109,747,809,0.92336217552534
Dalmarnock DOA,S01010110,805,805,1.0
Dalmarnock DOA,S01010111,880,986,0.8924949290060852
Dalmarnock DOA,S01010112,949,949,1.0
Dalmarnock DOA,S01010113,551,551,1.0
Dalmarnock DOA,S01010114,777,777,1.0
Dalmarnock DOA,S01010115,632,632,1.0
Dalmarnock DOA,S01010116,1020,1020,1.0
Dalmarnock DOA,S01010117,653,674,0.9688427299703264
Dalmarnock DOA,S01010118,671,678,0.9896755162241888
Dalmarnock DOA,S01010119,543,543,1.0
Dalmarnock DOA,S01010120,1018,1018,1.0
Dalmarnock DOA,S01010121,702,702,1.0
Dalmarnock DOA,S01010122,464,464,1.0
Dalmarnock DOA,S01010123,733,798,0.918546365914787
Dalmarnock DOA,S01010124,646,647,0.9984544049459042
Dalmarnock DOA,S01010125,412,548,0.7518248175182481
Dalmarnock DOA,S01010126,730,730,1.0
Dalmarnock DOA,S01010127,620,620,1.0
Dalmarnock DOA,S01010128,492,492,1.0
Dalmarnock DOA,S01010129,719,719,1.0
Dalmarnock DOA,S01010130,416,416,1.0
Dalmarnock DOA,S01010131,963,974,0.9887063655030801
Dalmarnock DOA,S01010132,969,969,1.0
Dalmarnock DOA,S01010133,713,713,1.0
Dalmarnock DOA,S01010134,995,995,1.0
Dalmarnock DOA,S01010135,768,768,1.0
Dalmarnock DOA,S01010136,809,809,1.0
Dalmarnock DOA,S01010137,967,967,1.0
Dalmarnock DOA,S01010138,941,941,1.0
Dalmarnock DOA,S01010139,1024,1024,1.0
Dalmarnock DOA,S01010140,753,753,1.0
Dalmarnock DOA,S01010141,807,807,1.0
Dalmarnock DOA,S01010142,572,572,1.0
Dalmarnock DOA,S01010143,739,739,1.0
Dalmarnock DOA,S01010144,700,700,1.0
Dalmarnock DOA,S01010145,778,778,1.0
Dalmarnock DOA,S01010146,765,765,1.0
Dalmarnock DOA,S01010147,953,953,1.0
Dalmarnock DOA,S01010148,784,784,1.0
Dalmarnock DOA,S01010149,599,599,1.0
Dalmarnock DOA,S01010150,612,612,1.0
Dalmarnock DOA,S01010151,625,625,1.0
Dalmarnock DOA,S01010152,851,851,1.0
Dalmarnock DOA,S01010153,941,941,1.0
Dalmarnock DOA,S01010154,883,883,1.0
Dalmarnock DOA,S01010155,744,744,1.0
Dalmarnock DOA,S01010156,565,565,1.0
Dalmarnock DOA,S01010157,569,569,1.0
Dalmarnock DOA,S01010158,913,913,1.0
Dalmarnock DOA,S01010159,735,735,1.0
Dalmarnock DOA,S01010160,605,605,1.0
Dalmarnock DOA,S01010161,636,636,1.0
Dalmarnock DOA,S01010162,846,846,1.0
Dalmarnock DOA,S01010163,659,659,1.0
Dalmarnock DOA,S01010164,799,799,1.0
Dalmarnock DOA,S01010165,627,627,1.0
Dalmarnock DOA,S01010166,730,730,1.0
Dalmarnock DOA,S01010167,792,792,1.0
Dalmarnock DOA,S01010168,506,506,1.0
Dalmarnock DOA,S01010169,890,890,1.0
Dalmarnock DOA,S01010170,533,533,1.0
Dalmarnock DOA,S01010171,1022,1022,1.0
Dalmarnock DOA,S01010172,696,696,1.0
Dalmarnock DOA,S01010173,764,764,1.0
Dalmarnock DOA,S01010174,1407,1407,1.0
Dalmarnock DOA,S01010175,480,480,1.0
Dalmarnock DOA,S01010176,705,705,1.0
Dalmarnock DOA,S01010177,776,776,1.0
Dalmarnock DOA,S01010178,971,971,1.0
Dalmarnock DOA,S01010179,837,837,1.0
Dalmarnock DOA,S01010180,560,560,1.0
Dalmarnock DOA,S01010181,631,631,1.0
Dalmarnock DOA,S01010182,667,667,1.0
Dalmarnock DOA,S01010183,463,463,1.0
Dalmarnock DOA,S01010184,630,630,1.0
Dalmarnock DOA,S01010185,633,633,1.0
Dalmarnock DOA,S01010186,647,647,1.0
Dalmarnock DOA,S01010187,635,859,0.7392316647264261
Dalmarnock DOA,S01010188,710,716,0.9916201117318436
Dalmarnock DOA,S01010189,964,976,0.9877049180327869
Dalmarnock DOA,S01010190,740,740,1.0
Dalmarnock DOA,S01010191,736,736,1.0
Dalmarnock DOA,S01010192,869,869,1.0
Dalmarnock DOA,S01010193,808,808,1.0
Dalmarnock DOA,S01010194,628,628,1.0
Dalmarnock DOA,S01010195,531,531,1.0
Dalmarnock DOA,S01010196,739,739,1.0
Dalmarnock DOA,S01010197,660,745,0.8859060402684564
Dalmarnock DOA,S01010198,1027,1108,0.9268953068592057
Dalmarnock DOA,S01010199,521,521,1.0
Dalmarnock DOA,S01010200,690,690,1.0
Dalmarnock DOA,S01010201,643,643,1.0
Dalmarnock DOA,S01010202,655,783,0.8365261813537676
Dalmarnock DOA,S01010203,671,671,1.0
Dalmarnock DOA,S01010204,800,800,1.0
Dalmarnock DOA,S01010205,658,658,1.0
Dalmarnock DOA,S01010207,310,778,0.39845758354755784
Dalmarnock DOA,S01010208,215,922,0.23318872017353579
Dalmarnock DOA,S01010209,197,1159,0.16997411561691114
Dalmarnock DOA,S01010210,455,983,0.46286876907426244
Dalmarnock DOA,S01010211,550,1219,0.45118949958982774
Dalmarnock DOA,S01010213,924,1034,0.8936170212765957
Dalmarnock DOA,S01010219,89,592,0.15033783783783783
Dalmarnock DOA,S01010222,199,691,0.28798842257597684
Dalmarnock DOA,S01010225,812,855,0.9497076023391813
Dalmarnock DOA,S01010228,695,695,1.0
Dalmarnock DOA,S01010229,1016,1016,1.0
Dalmarnock DOA,S01010230,1005,1005,1.0
Dalmarnock DOA,S01010231,1013,1013,1.0
Dalmarnock DOA,S01010232,789,1074,0.7346368715083799
Dalmarnock DOA,S01010233,614,970,0.6329896907216495
Dalmarnock DOA,S01010234,940,940,1.0
Dalmarnock DOA,S01010235,884,884,1.0
Dalmarnock DOA,S01010236,736,736,1.0
Dalmarnock DOA,S01010237,644,644,1.0
Dalmarnock DOA,S01010238,826,826,1.0
Dalmarnock DOA,S01010239,790,790,1.0
Dalmarnock DOA,S01010240,691,691,1.0
Dalmarnock DOA,S01010241,1019,1019,1.0
Dalmarnock DOA,S01010242,793,793,1.0
Dalmarnock DOA,S01010243,1019,1019,1.0
Dalmarnock DOA,S01010244,623,735,0.8476190476190476
Dalmarnock DOA,S01010245,952,952,1.0
Dalmarnock DOA,S01010246,841,841,1.0
Dalmarnock DOA,S01010247,728,728,1.0
Dalmarnock DOA,S01010248,834,834,1.0
Dalmarnock DOA,S01010249,668,668,1.0
Dalmarnock DOA,S01010250,771,771,1.0
Dalmarnock DOA,S01010251,665,665,1.0
Dalmarnock DOA,S01010252,626,626,1.0
Dalmarnock DOA,S01010253,631,631,1.0
Dalmarnock DOA,S01010254,1030,1054,0.9772296015180265
Dalmarnock DOA,S01010255,663,718,0.9233983286908078
Dalmarnock DOA,S01010256,859,859,1.0
Dalmarnock DOA,S01010257,810,810,1.0
Dalmarnock DOA,S01010258,1485,1586,0.9363177805800756
Dalmarnock DOA,S01010259,762,2031,0.37518463810930575
Dalmarnock DOA,S01010260,1873,2088,0.8970306513409961
Dalmarnock DOA,S01010262,639,976,0.6547131147540983
Dalmarnock DOA,S01010263,740,740,1.0
Dalmarnock DOA,S01010264,292,887,0.32919954904171367
Dalmarnock DOA,S01010265,308,1255,0.24541832669322708
Dalmarnock DOA,S01011699,134,1045,0.12822966507177033
Dalmarnock DOA,S01011700,759,910,0.8340659340659341
Dalmellington DOA,S01007870,325,575,0.5652173913043478
Dalmellington DOA,S01007871,669,669,1.0
Dalmellington DOA,S01007872,705,705,1.0
Dalmellington DOA,S01007873,688,688,1.0
Dalmellington DOA,S01007874,723,723,1.0
Dalmeny DOA,S01009002,362,827,0.437726723095526
Dalmuir DOA,S01008033,733,802,0.9139650872817955
Dalmuir DOA,S01008034,790,790,1.0
Dalmuir DOA,S01008035,627,627,1.0
Dalmuir DOA,S01008036,669,669,1.0
Dalmuir DOA,S01008037,1014,1014,1.0
Dalmuir DOA,S01008038,761,761,1.0
Dalmuir DOA,S01008039,898,898,1.0
Dalmuir DOA,S01008040,784,807,0.9714993804213135
Dalmuir DOA,S01008041,707,707,1.0
Dalmuir DOA,S01008042,586,586,1.0
Dalmuir DOA,S01008043,962,962,1.0
Dalmuir DOA,S01008044,962,962,1.0
Dalmuir DOA,S01008045,851,984,0.8648373983739838
Dalmuir DOA,S01008046,858,858,1.0
Dalmuir DOA,S01008047,697,697,1.0
Dalmuir DOA,S01008048,575,575,1.0
Dalmuir DOA,S01008049,858,858,1.0
Dalmuir DOA,S01008050,618,618,1.0
Dalmuir DOA,S01008051,884,884,1.0
Dalmuir DOA,S01008052,829,829,1.0
Dalmuir DOA,S01008053,610,610,1.0
Dalmuir DOA,S01008054,778,778,1.0
Dalmuir DOA,S01008055,1049,1049,1.0
Dalmuir DOA,S01008056,755,755,1.0
Dalmuir DOA,S01008057,936,936,1.0
Dalmuir DOA,S01008058,895,895,1.0
Dalmuir DOA,S01008059,678,678,1.0
Dalmuir DOA,S01008060,903,903,1.0
Dalmuir DOA,S01008061,801,801,1.0
Dalmuir DOA,S01008062,872,872,1.0
Dalmuir DOA,S01008063,936,936,1.0
Dalmuir DOA,S01008064,701,701,1.0
Dalmuir DOA,S01008065,993,993,1.0
Dalmuir DOA,S01008066,937,937,1.0
Dalmuir DOA,S01008067,629,629,1.0
Dalmuir DOA,S01008068,914,914,1.0
Dalmuir DOA,S01008069,932,932,1.0
Dalmuir DOA,S01008070,878,878,1.0
Dalmuir DOA,S01008071,702,702,1.0
Dalmuir DOA,S01008072,848,850,0.9976470588235294
Dalmuir DOA,S01008073,471,471,1.0
Dalmuir DOA,S01008074,976,976,1.0
Dalmuir DOA,S01008075,613,613,1.0
Dalmuir DOA,S01008076,656,656,1.0
Dalmuir DOA,S01008077,831,831,1.0
Dalmuir DOA,S01008078,857,860,0.9965116279069768
Dalmuir DOA,S01008079,905,905,1.0
Dalmuir DOA,S01008080,699,699,1.0
Dalmuir DOA,S01008081,599,599,1.0
Dalmuir DOA,S01008082,820,820,1.0
Dalmuir DOA,S01008083,727,727,1.0
Dalmuir DOA,S01008084,853,853,1.0
Dalmuir DOA,S01008085,917,973,0.9424460431654677
Dalmuir DOA,S01008086,1057,1091,0.9688359303391384
Dalmuir DOA,S01008087,856,856,1.0
Dalmuir DOA,S01008088,917,917,1.0
Dalmuir DOA,S01008089,653,653,1.0
Dalmuir DOA,S01008090,771,771,1.0
Dalmuir DOA,S01008091,385,385,1.0
Dalmuir DOA,S01008092,908,908,1.0
Dalmuir DOA,S01008093,809,809,1.0
Dalmuir DOA,S01008094,667,667,1.0
Dalmuir DOA,S01008095,744,744,1.0
Dalmuir DOA,S01008096,790,790,1.0
Dalmuir DOA,S01008097,628,628,1.0
Dalmuir DOA,S01008098,750,750,1.0
Dalmuir DOA,S01008099,540,540,1.0
Dalmuir DOA,S01008100,946,946,1.0
Dalmuir DOA,S01008101,795,795,1.0
Dalmuir DOA,S01008102,819,819,1.0
Dalmuir DOA,S01008103,610,610,1.0
Dalmuir DOA,S01008104,864,864,1.0
Dalmuir DOA,S01008105,1072,1072,1.0
Dalmuir DOA,S01008106,785,1017,0.7718780727630286
Dalmuir DOA,S01008107,890,1070,0.8317757009345794
Dalmuir DOA,S01008108,655,655,1.0
Dalmuir DOA,S01008109,940,940,1.0
Dalmuir DOA,S01008110,881,881,1.0
Dalmuir DOA,S01008111,869,869,1.0
Dalmuir DOA,S01008112,816,816,1.0
Dalmuir DOA,S01008113,891,891,1.0
Dalmuir DOA,S01008114,685,685,1.0
Dalmuir DOA,S01008115,915,915,1.0
Dalmuir DOA,S01008116,933,933,1.0
Dalmuir DOA,S01008117,800,800,1.0
Dalmuir DOA,S01008118,869,882,0.9852607709750567
Dalmuir DOA,S01008119,665,665,1.0
Dalmuir DOA,S01008120,635,635,1.0
Dalmuir DOA,S01008121,662,662,1.0
Dalmuir DOA,S01008122,759,759,1.0
Dalmuir DOA,S01008123,904,904,1.0
Dalmuir DOA,S01008124,835,835,1.0
Dalmuir DOA,S01008125,881,881,1.0
Dalmuir DOA,S01008126,812,812,1.0
Dalmuir DOA,S01008127,489,489,1.0
Dalmuir DOA,S01008128,886,886,1.0
Dalmuir DOA,S01008129,891,891,1.0
Dalmuir DOA,S01008130,961,961,1.0
Dalmuir DOA,S01008131,766,766,1.0
Dalmuir DOA,S01008132,1029,1029,1.0
Dalmuir DOA,S01008133,630,630,1.0
Dalmuir DOA,S01008134,602,602,1.0
Dalmuir DOA,S01008135,1175,1175,1.0
Dalmuir DOA,S01008136,875,875,1.0
Dalmuir DOA,S01008137,911,911,1.0
Dalmuir DOA,S01008138,852,852,1.0
Dalmuir DOA,S01008139,880,880,1.0
Dalmuir DOA,S01008140,517,517,1.0
Dalmuir DOA,S01008141,840,840,1.0
Dalmuir DOA,S01008142,802,802,1.0
Dalmuir DOA,S01008143,913,913,1.0
Dalmuir DOA,S01008144,598,614,0.9739413680781759
Dalmuir DOA,S01008145,722,808,0.8935643564356436
Dalmuir DOA,S01008146,491,499,0.9839679358717435
Dalmuir DOA,S01008147,788,788,1.0
Dalmuir DOA,S01008148,747,747,1.0
Dalmuir DOA,S01008149,707,707,1.0
Dalmuir DOA,S01008150,941,941,1.0
Dalmuir DOA,S01008151,704,704,1.0
Dalmuir DOA,S01008152,1057,1057,1.0
Dalmuir DOA,S01008153,892,892,1.0
Dalmuir DOA,S01008154,828,828,1.0
Dalmuir DOA,S01008155,670,670,1.0
Dalmuir DOA,S01008156,791,919,0.8607181719260065
Dalmuir DOA,S01008157,746,746,1.0
Dalmuir DOA,S01008158,715,715,1.0
Dalmuir DOA,S01008159,989,989,1.0
Dalmuir DOA,S01008160,995,995,1.0
Dalmuir DOA,S01008161,1003,1035,0.9690821256038648
Dalmuir DOA,S01008162,778,1051,0.7402473834443387
Dalmuir DOA,S01010039,741,1065,0.6957746478873239
Dalmuir DOA,S01010041,650,650,1.0
Dalmuir DOA,S01010117,21,674,0.03115727002967359
Dalmuir DOA,S01010187,224,859,0.2607683352735739
Dalmuir DOA,S01010197,85,745,0.11409395973154363
Dalmuir DOA,S01010198,81,1108,0.07310469314079422
Dalmuir DOA,S01010208,707,922,0.7668112798264642
Dalmuir DOA,S01010209,962,1159,0.8300258843830889
Dalmuir DOA,S01010210,525,983,0.5340793489318413
Dalmuir DOA,S01010211,669,1219,0.5488105004101723
Dalmuir DOA,S01010212,1083,1083,1.0
Dalmuir DOA,S01010213,110,1034,0.10638297872340426
Dalmuir DOA,S01010214,967,967,1.0
Dalmuir DOA,S01010215,850,850,1.0
Dalmuir DOA,S01010216,621,621,1.0
Dalmuir DOA,S01010217,817,817,1.0
Dalmuir DOA,S01010218,1018,1018,1.0
Dalmuir DOA,S01010219,89,592,0.15033783783783783
Dalmuir DOA,S01010220,476,476,1.0
Dalmuir DOA,S01010221,529,546,0.9688644688644689
Dalmuir DOA,S01010222,492,691,0.7120115774240231
Dalmuir DOA,S01010223,556,556,1.0
Dalmuir DOA,S01010224,989,1036,0.9546332046332047
Dalmuir DOA,S01010225,43,855,0.050292397660818715
Dalmuir DOA,S01010258,101,1586,0.06368221941992434
Dalmuir DOA,S01010259,1269,2031,0.6248153618906942
Dalmuir DOA,S01010260,215,2088,0.10296934865900383
Dalmuir DOA,S01010261,2551,2551,1.0
Dalmuir DOA,S01010262,337,976,0.3452868852459016
Dalmuir DOA,S01010264,595,887,0.6708004509582863
Dalmuir DOA,S01010265,947,1255,0.754581673306773
Dalmuir DOA,S01010266,555,555,1.0
Dalmuir DOA,S01010267,610,610,1.0
Dalmuir DOA,S01010268,831,831,1.0
Dalmuir DOA,S01010269,534,534,1.0
Dalmuir DOA,S01010270,1153,1153,1.0
Dalmuir DOA,S01010271,770,770,1.0
Dalmuir DOA,S01010272,967,1029,0.9397473275024295
Dalmuir DOA,S01010273,810,810,1.0
Dalmuir DOA,S01010274,560,561,0.9982174688057041
Dalmuir DOA,S01010275,551,551,1.0
Dalmuir DOA,S01010276,993,993,1.0
Dalmuir DOA,S01010277,609,610,0.9983606557377049
Dalmuir DOA,S01010278,532,532,1.0
Dalmuir DOA,S01010279,605,605,1.0
Dalmuir DOA,S01010280,783,783,1.0
Dalmuir DOA,S01010281,779,779,1.0
