Sampled Sewer Area,DataZone2011,Pop2011,dz_pop,prop_dz
Peterhead DOA,S01007086,1132,1132,1.0
Peterhead DOA,S01007087,896,896,1.0
Peterhead DOA,S01007088,539,539,1.0
Peterhead DOA,S01007089,529,529,1.0
Peterhead DOA,S01007090,540,540,1.0
Peterhead DOA,S01007091,829,829,1.0
Peterhead DOA,S01007092,624,624,1.0
Peterhead DOA,S01007093,987,987,1.0
Peterhead DOA,S01007094,903,903,1.0
Peterhead DOA,S01007097,286,488,0.5860655737704918
Peterhead DOA,S01007098,381,821,0.464068209500609
Petticoat Lane DOA,S01011809,293,1081,0.27104532839962997
Pettinain DOA,S01012582,240,1048,0.22900763358778625
Philipshill DOA,S01012894,766,814,0.941031941031941
Philipshill DOA,S01012895,39,536,0.07276119402985075
Philipshill DOA,S01012900,16,926,0.017278617710583154
Philipshill DOA,S01012911,12,740,0.016216216216216217
Philipshill DOA,S01012925,148,587,0.252129471890971
Philipshill DOA,S01012926,215,912,0.23574561403508773
Philipshill DOA,S01012928,279,837,0.3333333333333333
Philipshill DOA,S01012930,863,943,0.9151643690349947
Philipshill DOA,S01012931,304,1117,0.2721575649059982
Philipshill DOA,S01012932,428,711,0.6019690576652602
Philipshill DOA,S01012933,305,1108,0.2752707581227437
Philipshill DOA,S01012934,708,708,1.0
Philipshill DOA,S01012935,887,887,1.0
Philipshill DOA,S01012936,726,726,1.0
Philipshill DOA,S01012937,692,692,1.0
Philipshill DOA,S01012938,691,766,0.902088772845953
Philipshill DOA,S01012939,634,634,1.0
Philipshill DOA,S01012940,359,1057,0.33964049195837276
Philipshill DOA,S01012941,806,978,0.8241308793456033
Philipshill DOA,S01012942,788,788,1.0
Philipshill DOA,S01012943,751,751,1.0
Philipshill DOA,S01012944,525,525,1.0
Philipshill DOA,S01012945,745,802,0.928927680798005
Philipshill DOA,S01012946,861,861,1.0
Philipshill DOA,S01012947,453,453,1.0
Philipshill DOA,S01012948,681,681,1.0
Philipshill DOA,S01012949,667,667,1.0
Philipshill DOA,S01012950,865,865,1.0
Philipshill DOA,S01012951,914,914,1.0
Philipshill DOA,S01012952,626,722,0.8670360110803325
Philipshill DOA,S01012953,685,685,1.0
Philipshill DOA,S01012954,485,485,1.0
Philipshill DOA,S01012955,899,941,0.9553666312433581
Philipshill DOA,S01012956,994,994,1.0
Philipshill DOA,S01012957,633,633,1.0
Philipshill DOA,S01012958,502,502,1.0
Philipshill DOA,S01012959,572,572,1.0
Philipshill DOA,S01012960,602,602,1.0
Philipshill DOA,S01012961,521,521,1.0
Philipshill DOA,S01012962,649,649,1.0
Philipshill DOA,S01012963,812,812,1.0
Philipshill DOA,S01012964,643,644,0.9984472049689441
Philipshill DOA,S01012965,742,742,1.0
Philipshill DOA,S01012966,754,754,1.0
Philipshill DOA,S01012967,493,493,1.0
Philipshill DOA,S01012968,660,660,1.0
Philipshill DOA,S01012969,688,688,1.0
Philipshill DOA,S01012970,159,738,0.21544715447154472
Philipshill DOA,S01012971,744,1324,0.5619335347432024
Philipshill DOA,S01012972,451,1212,0.3721122112211221
Philipshill DOA,S01012973,790,1161,0.6804478897502153
Philipshill DOA,S01012974,764,1232,0.6201298701298701
Philipshill DOA,S01012975,618,618,1.0
Philipshill DOA,S01012976,522,522,1.0
Philipshill DOA,S01012977,719,719,1.0
Philipshill DOA,S01012978,808,808,1.0
Philipshill DOA,S01012979,669,669,1.0
Philipshill DOA,S01012980,668,668,1.0
Philipshill DOA,S01012981,748,748,1.0
Philipshill DOA,S01012982,820,820,1.0
Philipshill DOA,S01012983,745,745,1.0
Philipshill DOA,S01012984,628,628,1.0
Philipshill DOA,S01012985,783,783,1.0
Philipshill DOA,S01012986,746,746,1.0
Philipshill DOA,S01012987,733,733,1.0
Philipshill DOA,S01012988,883,883,1.0
Philipshill DOA,S01012989,962,962,1.0
Philipshill DOA,S01012990,602,602,1.0
Philipshill DOA,S01012991,836,836,1.0
Philipshill DOA,S01012992,786,786,1.0
Philipshill DOA,S01012993,689,689,1.0
Philipshill DOA,S01012994,871,871,1.0
Philipshill DOA,S01012996,88,739,0.11907983761840325
Philipshill DOA,S01012997,351,626,0.560702875399361
Philipshill DOA,S01012998,940,1283,0.7326578332034295
Philipshill DOA,S01012999,479,705,0.6794326241134752
Philipshill DOA,S01013000,642,642,1.0
Philipstoun DOA,S01013454,435,809,0.5377008652657602
Philipstoun DOA,S01013455,18,560,0.03214285714285714
Pierowall DOA,S01011832,138,1197,0.11528822055137844
Pierowall School DOA,S01011832,138,1197,0.11528822055137844
Pinmore DOA,S01012419,44,815,0.053987730061349694
Pinwherry DOA,S01012419,17,815,0.020858895705521473
Pirnmill Arran 1 DOA,S01011171,102,1258,0.08108108108108109
Pirnmill Arran 2 DOA,S01011171,102,1258,0.08108108108108109
Pitagowan DOA,S01011981,32,945,0.033862433862433865
Pitcaple DOA,S01006914,96,748,0.12834224598930483
Pitcaple DOA,S01006915,45,1020,0.04411764705882353
Pitkennedy DOA,S01007228,43,707,0.06082036775106082
Pitlochry DOA,S01011983,161,731,0.22024623803009577
Pitlochry DOA,S01012010,1222,1222,1.0
Pitlochry DOA,S01012011,1122,1122,1.0
Pitlochry DOA,S01012012,387,647,0.598145285935085
Pitlochry DOA,S01012013,74,748,0.09893048128342247
Pitmedden DOA,S01006982,886,910,0.9736263736263736
Pitmedden DOA,S01006983,687,743,0.9246298788694481
Pitmedden DOA,S01006984,12,684,0.017543859649122806
Pitscottie DOA,S01009695,134,623,0.21508828250401285
Pitscottie DOA,S01009697,19,721,0.026352288488210817
Pittentrail DOA,S01010764,121,651,0.1858678955453149
Plains DOA,S01011674,24,1049,0.022878932316491896
Plains DOA,S01011675,911,911,1.0
Plains DOA,S01011676,699,699,1.0
Plains DOA,S01011677,622,622,1.0
Plains DOA,S01011678,464,464,1.0
Plains DOA,S01011679,535,535,1.0
Plains DOA,S01011680,1100,1100,1.0
Plains DOA,S01011681,847,847,1.0
Plains DOA,S01011682,306,554,0.5523465703971119
Playing Fields DOA,S01010697,406,1133,0.35834068843777583
Plean DOA,S01013025,15,555,0.02702702702702703
Plean DOA,S01013026,1001,1001,1.0
Plean DOA,S01013027,1026,1026,1.0
Plean DOA,S01013028,35,519,0.0674373795761079
Plockton DOA,S01010671,338,831,0.40673886883273164
Plockton ST DOA,S01010671,87,831,0.10469314079422383
Plotcock DOA,S01012699,42,1159,0.0362381363244176
Poldhulie Cottages DOA,S01006791,32,536,0.05970149253731343
Polwarth DOA,S01012303,52,896,0.05803571428571429
Poolewe DOA,S01010686,254,761,0.33377135348226017
Port Appin DOA,S01007304,109,693,0.15728715728715728
Port Charlotte DOA,S01007325,278,936,0.297008547008547
Port Ellen DOA,S01007326,34,765,0.044444444444444446
Port Ellen DOA,S01007328,846,846,1.0
Port Logan DOA,S01007501,51,701,0.07275320970042796
Port Nan Giuran DOA,S01009047,91,1569,0.0579987253027406
Port Nan Giuran DOA,S01009049,274,1056,0.25946969696969696
Port Of Ness DOA,S01009033,290,1268,0.22870662460567823
Port Wemyss Portnahaven DOA,S01007325,154,936,0.16452991452991453
Port William DOA,S01007510,561,1014,0.5532544378698225
Portanstuck SEP DOA,S01007356,122,1046,0.11663479923518165
Portgower DOA,S01010771,49,874,0.05606407322654462
Portling DOA,S01007544,37,1105,0.0334841628959276
Portmahomack DOA,S01010748,545,631,0.8637083993660856
Portnalong DOA,S01010675,125,628,0.19904458598726116
Portpatrick DOA,S01007496,604,1011,0.5974282888229476
Portree DOA,S01010678,145,626,0.23162939297124602
Portree DOA,S01010679,582,582,1.0
Portree DOA,S01010680,633,633,1.0
Portree DOA,S01010681,1103,1103,1.0
Portree DOA,S01010682,23,967,0.023784901758014478
Portskerra DOA,S01010810,271,490,0.5530612244897959
Portsoy Cowhythie DOA,S01007023,16,494,0.032388663967611336
Portsoy DOA,S01007023,24,494,0.048582995951417005
Portsoy DOA,S01007025,856,860,0.9953488372093023
Portsoy DOA,S01007026,892,892,1.0
Portsoy Damheads DOA,S01007023,18,494,0.03643724696356275
Portvoller DOA,S01009049,520,1056,0.49242424242424243
Powfoot DOA,S01007658,221,507,0.4358974358974359
Powmill DOA,S01011833,344,1059,0.32483474976392823
Preston DOA,S01012302,32,584,0.0547945205479452
Preston DOA,S01012319,133,857,0.15519253208868145
Prestonmill DOA,S01007596,29,551,0.05263157894736842
Priestland 1 DOA,S01007926,100,560,0.17857142857142858
Priestland 2 DOA,S01007926,83,560,0.14821428571428572
Queeness Rd Vidlin Reet DOA,S01012406,170,785,0.21656050955414013
Quothquan 3 DOA,S01012579,42,852,0.04929577464788732
Quoyloo DOA,S01011807,40,1091,0.03666361136571952
Quoyloo DOA,S01011811,46,1056,0.043560606060606064
Raga Herra DOA,S01012413,32,1289,0.02482544608223429
Railway Cottages DOA,S01007304,45,693,0.06493506493506493
Ranish East DOA,S01009026,112,1906,0.05876180482686254
Ranish Mid DOA,S01009026,112,1906,0.05876180482686254
Ranish West DOA,S01009026,132,1906,0.06925498426023086
Ratagan DOA,S01010669,52,595,0.08739495798319327
Rathillet Kilmany Logie DOA,S01009746,75,564,0.13297872340425532
Ravensgo Mid Yell DOA,S01012413,74,1289,0.057408844065166796
Ravenstruther 1 DOA,S01012582,86,1048,0.08206106870229007
Ravenstruther 2 DOA,S01012582,71,1048,0.06774809160305344
Ravenstruther 3 DOA,S01012582,55,1048,0.05248091603053435
Ravenstruther 4 DOA,S01012582,11,1048,0.01049618320610687
Rearquhar DOA,S01010761,103,662,0.1555891238670695
Redburn DOA,S01011213,97,1333,0.072768192048012
Reiss DOA,S01010788,338,831,0.40673886883273164
Reraig DOA,S01010670,54,710,0.07605633802816901
Restaurant DOA,S01012413,56,1289,0.04344453064391001
Reston DOA,S01012312,440,1008,0.4365079365079365
Rhonehouse DOA,S01007532,163,641,0.2542901716068643
Rhonehouse DOA,S01007533,77,640,0.1203125
Rhu Artarman Rd Sep WWTW DOA,S01007383,338,1115,0.3031390134529148
Rhu DOA,S01007378,13,1583,0.0082122552116235
Rhu DOA,S01007381,125,917,0.13631406761177753
Rhu DOA,S01007382,526,961,0.5473465140478668
Rhu Lagarie Lodge Sep DOA,S01007383,169,1115,0.1515695067264574
Rhynie DOA,S01007006,436,900,0.48444444444444446
Rigg DOA,S01007676,83,722,0.1149584487534626
Rigside DOA,S01012573,34,870,0.03908045977011494
Rigside DOA,S01012640,832,961,0.8657648283038502
Rigside ST DOA,S01012640,17,961,0.01768990634755463
Ringasta St 1 DOA,S01012387,197,1567,0.12571793235481812
Ringasta St 2 DOA,S01012387,123,1567,0.07849393746011486
Ringford DOA,S01007523,93,542,0.17158671586715868
Ritchie Camps DOA,S01013289,178,847,0.2101534828807556
Roberton DOA,S01012573,108,870,0.12413793103448276
Rockcliffe DOA,S01007544,180,1105,0.16289592760180996
Rockville DOA,S01007377,23,989,0.023255813953488372
Rockville DOA,S01007378,80,1583,0.05053695514845231
Romanno Bridge DOA,S01012244,103,962,0.10706860706860707
Rosehall Bonar Bridge DOA,S01010757,84,747,0.11244979919678715
Roseisle DOA,S01011145,39,653,0.05972434915773354
Rosemarkie Golf DOA,S01010720,44,778,0.056555269922879174
Roseneath DOA,S01007376,537,982,0.5468431771894093
Roseneath DOA,S01007377,12,989,0.012133468149646108
Rosewell DOA,S01010932,560,560,1.0
Rosewell DOA,S01010933,682,759,0.8985507246376812
Rosewell DOA,S01010960,373,1117,0.3339301700984781
Roslin DOA,S01010933,22,759,0.028985507246376812
Roslin DOA,S01010956,66,740,0.0891891891891892
Roslin DOA,S01010957,123,704,0.1747159090909091
Roslin DOA,S01010958,439,683,0.6427525622254758
Roslin DOA,S01010959,579,803,0.7210460772104608
Roslin DOA,S01010960,15,1117,0.01342882721575649
Rossie DOA,S01009674,18,875,0.02057142857142857
Rothes DOA,S01011051,634,964,0.6576763485477178
Rothes DOA,S01011053,660,660,1.0
Rothesay DOA,S01007340,470,470,1.0
Rothesay DOA,S01007341,715,740,0.9662162162162162
Rothesay DOA,S01007342,826,826,1.0
Rothesay DOA,S01007343,92,651,0.141321044546851
Rothesay DOA,S01007344,443,443,1.0
Rothesay DOA,S01007345,595,595,1.0
Rothesay DOA,S01007346,543,543,1.0
Rothesay DOA,S01007347,601,601,1.0
Rothesay DOA,S01007348,610,610,1.0
Rothesay DOA,S01007349,457,457,1.0
Rothesay DOA,S01007350,562,562,1.0
Rothiemay Anderson Drive DOA,S01011059,173,827,0.20918984280532044
Rothiemay Bridge DOA,S01011059,57,827,0.06892382103990327
Rothienorman DOA,S01006995,223,859,0.259604190919674
Rothienorman DOA,S01006996,782,782,1.0
Rousay Brinyan DOA,S01011830,67,637,0.10518053375196232
Rousay Pier DOA,S01011830,59,637,0.09262166405023547
Rowanburn DOA,S01007650,171,956,0.1788702928870293
Roxburgh DOA,S01012343,83,977,0.0849539406345957
Ruthven Housing DOA,S01007007,40,848,0.04716981132075472
Ruthwell DOA,S01007597,11,647,0.017001545595054096
Ryeland DOA,S01012696,92,861,0.10685249709639953
Saddell Council DOA,S01007330,41,978,0.041922290388548056
Salen DOA,S01007285,220,944,0.2330508474576271
Salen DOA,S01007288,66,554,0.11913357400722022
Saline DOA,S01009273,466,466,1.0
Saline DOA,S01009274,606,606,1.0
Saline DOA,S01009275,494,696,0.7097701149425287
Salsburgh DOA,S01011444,764,764,1.0
Salsburgh DOA,S01011445,548,548,1.0
Salsburgh DOA,S01011446,78,582,0.13402061855670103
Saltness DOA,S01012415,393,899,0.4371523915461624
Saltness DOA,S01012416,123,805,0.15279503105590062
Sanblister Place DOA,S01012387,55,1567,0.03509891512444161
Sandend DOA,S01007023,160,494,0.32388663967611336
Sandend DOA,S01007024,20,1073,0.01863932898415657
Sandford 1 DOA,S01012697,44,639,0.06885758998435054
Sandford 2 DOA,S01012697,64,639,0.10015649452269171
Sandhead DOA,S01007499,69,926,0.07451403887688984
Sandhead DOA,S01007500,274,605,0.45289256198347105
Sandilands DOA,S01012573,21,870,0.02413793103448276
Sandness DOA,S01012409,167,729,0.22908093278463648
Sandsayre Sandwick DOA,S01012389,279,1161,0.24031007751937986
Sandside Harbour DOA,S01010798,18,748,0.02406417112299465
Sandside Village DOA,S01010798,379,748,0.5066844919786097
Sanquhar DOA,S01007555,406,532,0.7631578947368421
Sanquhar DOA,S01007556,502,502,1.0
Sanquhar DOA,S01007557,1131,1131,1.0
Sanquhar DOA,S01007558,75,481,0.15592515592515593
Sauchen DOA,S01006880,441,600,0.735
Saucher DOA,S01011958,24,1126,0.021314387211367674
Saucher DOA,S01011972,18,1119,0.0160857908847185
Scalloway Maa Ness DOA,S01012391,561,1342,0.4180327868852459
Scalloway Maa Ness DOA,S01012404,972,984,0.9878048780487805
Scalpay East DOA,S01009024,84,1477,0.05687203791469194
Scalpay Mid DOA,S01009024,165,1477,0.11171293161814488
Scalpay West DOA,S01009024,84,1477,0.05687203791469194
Scarfskerry DOA,S01010791,25,837,0.02986857825567503
Scholland Virkie DOA,S01012387,154,1567,0.0982769623484365
School Cottages DOA,S01006819,28,888,0.03153153153153153
School House DOA,S01007240,42,581,0.07228915662650602
Scone DOA,S01011928,38,704,0.05397727272727273
Scone DOA,S01011948,95,1254,0.07575757575757576
Scone DOA,S01011949,825,825,1.0
Scone DOA,S01011950,776,776,1.0
Scone DOA,S01011951,678,678,1.0
Scone DOA,S01011952,492,492,1.0
Scone DOA,S01011953,701,802,0.8740648379052369
Scone DOA,S01011954,492,492,1.0
Scone DOA,S01011955,975,975,1.0
Scone DOA,S01011958,45,1126,0.03996447602131439
Scone DOA,S01011959,22,905,0.02430939226519337
Scoraig DOA,S01010691,39,748,0.05213903743315508
Scotbehinn DOA,S01009022,32,1298,0.02465331278890601
Scourie Handa Ter DOA,S01010814,77,724,0.106353591160221
Scourie Village DOA,S01010814,124,724,0.1712707182320442
Seafield Road DOA,S01011065,93,863,0.10776361529548088
Seafiled Mid Yell DOA,S01012413,68,1289,0.05275407292474787
Sealladh Bharraidh DOA,S01009016,62,624,0.09935897435897435
Seilebost North DOA,S01009023,50,1160,0.04310344827586207
Seilebost South DOA,S01009023,50,1160,0.04310344827586207
Seisiadar DOA,S01009049,130,1056,0.12310606060606061
Selkirk DOA,S01012376,31,963,0.032191069574247146
Selkirk DOA,S01012377,45,730,0.06164383561643835
Selkirk DOA,S01012378,54,658,0.08206686930091185
Selkirk DOA,S01012379,59,582,0.1013745704467354
Selkirk DOA,S01012380,892,892,1.0
Selkirk DOA,S01012381,846,846,1.0
Selkirk DOA,S01012382,969,969,1.0
Selkirk DOA,S01012383,847,847,1.0
Selkirk DOA,S01012384,515,515,1.0
Selkirk DOA,S01012385,694,694,1.0
Selkirk DOA,S01012386,1021,1021,1.0
Setter West Yell DOA,S01012413,36,1289,0.027928626842513578
Shandon 1 DOA,S01007378,981,1583,0.6197094125078964
Shandon 2 DOA,S01007381,83,917,0.09051254089422028
Shandon 3 DOA,S01007381,271,917,0.2955288985823337
Shandon 4 DOA,S01007378,13,1583,0.0082122552116235
Shandon 4 DOA,S01007381,279,917,0.3042529989094875
Shandon 5 DOA,S01007381,106,917,0.11559432933478735
Shannas Cottages DOA,S01007064,49,627,0.07814992025518341
Shapinsay DOA,S01011830,116,637,0.18210361067503925
Shawbost DOA,S01009029,279,761,0.36662286465177396
Shawbost DOA,S01009030,140,1220,0.11475409836065574
Shawhead DOA,S01007571,75,539,0.1391465677179963
Shebster DOA,S01010798,36,748,0.0481283422459893
Shenval DOA,S01010664,59,819,0.07203907203907203
Shieldaig DOA,S01010688,145,712,0.20365168539325842
Shieldhall DOA,S01008298,62,774,0.08010335917312661
Shieldhall DOA,S01008303,558,558,1.0
Shieldhall DOA,S01008304,476,476,1.0
Shieldhall DOA,S01008305,791,791,1.0
Shieldhall DOA,S01008306,611,611,1.0
Shieldhall DOA,S01008307,640,640,1.0
Shieldhall DOA,S01008308,566,566,1.0
Shieldhall DOA,S01008309,727,727,1.0
Shieldhall DOA,S01008310,949,949,1.0
Shieldhall DOA,S01008311,384,384,1.0
Shieldhall DOA,S01008312,413,413,1.0
Shieldhall DOA,S01008313,877,877,1.0
Shieldhall DOA,S01008314,566,566,1.0
Shieldhall DOA,S01008315,748,748,1.0
Shieldhall DOA,S01008316,598,598,1.0
Shieldhall DOA,S01008317,738,738,1.0
Shieldhall DOA,S01008318,973,990,0.9828282828282828
Shieldhall DOA,S01008319,739,739,1.0
Shieldhall DOA,S01008320,633,633,1.0
Shieldhall DOA,S01008321,546,546,1.0
Shieldhall DOA,S01008322,1055,1055,1.0
Shieldhall DOA,S01008323,799,799,1.0
Shieldhall DOA,S01008324,651,651,1.0
Shieldhall DOA,S01008325,764,764,1.0
Shieldhall DOA,S01008326,990,990,1.0
Shieldhall DOA,S01008327,857,857,1.0
Shieldhall DOA,S01008328,783,794,0.9861460957178841
Shieldhall DOA,S01008329,883,883,1.0
Shieldhall DOA,S01008330,871,871,1.0
Shieldhall DOA,S01008331,602,602,1.0
Shieldhall DOA,S01008332,950,953,0.9968520461699895
Shieldhall DOA,S01008333,990,990,1.0
Shieldhall DOA,S01008334,636,636,1.0
Shieldhall DOA,S01008335,763,763,1.0
Shieldhall DOA,S01008336,662,662,1.0
Shieldhall DOA,S01008337,906,906,1.0
Shieldhall DOA,S01008338,915,915,1.0
Shieldhall DOA,S01008339,629,629,1.0
Shieldhall DOA,S01008340,822,822,1.0
Shieldhall DOA,S01008341,700,700,1.0
Shieldhall DOA,S01008342,853,853,1.0
Shieldhall DOA,S01008343,848,848,1.0
Shieldhall DOA,S01008344,872,872,1.0
Shieldhall DOA,S01008345,916,916,1.0
Shieldhall DOA,S01008346,1023,1023,1.0
Shieldhall DOA,S01008347,980,980,1.0
Shieldhall DOA,S01008348,734,734,1.0
Shieldhall DOA,S01008349,934,934,1.0
Shieldhall DOA,S01008350,589,589,1.0
Shieldhall DOA,S01008351,900,900,1.0
Shieldhall DOA,S01008352,674,674,1.0
Shieldhall DOA,S01008353,525,525,1.0
Shieldhall DOA,S01008354,574,698,0.8223495702005731
Shieldhall DOA,S01008359,20,659,0.030349013657056147
Shieldhall DOA,S01008360,844,844,1.0
Shieldhall DOA,S01008361,442,516,0.8565891472868217
Shieldhall DOA,S01008362,956,956,1.0
Shieldhall DOA,S01008363,739,739,1.0
Shieldhall DOA,S01008364,761,761,1.0
Shieldhall DOA,S01008365,668,674,0.9910979228486647
Shieldhall DOA,S01008366,926,926,1.0
Shieldhall DOA,S01008367,727,727,1.0
Shieldhall DOA,S01008368,657,657,1.0
Shieldhall DOA,S01008369,529,533,0.9924953095684803
Shieldhall DOA,S01008370,692,692,1.0
Shieldhall DOA,S01008371,808,808,1.0
Shieldhall DOA,S01008372,790,790,1.0
Shieldhall DOA,S01008373,795,795,1.0
Shieldhall DOA,S01008374,705,705,1.0
Shieldhall DOA,S01008375,789,789,1.0
Shieldhall DOA,S01008376,550,550,1.0
Shieldhall DOA,S01008377,746,746,1.0
Shieldhall DOA,S01008378,1015,1015,1.0
Shieldhall DOA,S01008379,530,530,1.0
Shieldhall DOA,S01008380,649,649,1.0
Shieldhall DOA,S01008381,649,649,1.0
Shieldhall DOA,S01008382,650,650,1.0
Shieldhall DOA,S01008383,480,480,1.0
Shieldhall DOA,S01008384,976,976,1.0
Shieldhall DOA,S01008385,674,674,1.0
Shieldhall DOA,S01008386,795,795,1.0
Shieldhall DOA,S01008387,609,609,1.0
Shieldhall DOA,S01008388,637,637,1.0
Shieldhall DOA,S01008389,652,652,1.0
Shieldhall DOA,S01008390,619,619,1.0
Shieldhall DOA,S01008391,785,785,1.0
Shieldhall DOA,S01008392,916,916,1.0
Shieldhall DOA,S01008393,836,836,1.0
Shieldhall DOA,S01008394,832,832,1.0
Shieldhall DOA,S01008395,531,531,1.0
Shieldhall DOA,S01008396,626,626,1.0
Shieldhall DOA,S01008397,935,935,1.0
Shieldhall DOA,S01008398,587,587,1.0
Shieldhall DOA,S01008399,539,539,1.0
Shieldhall DOA,S01008400,690,690,1.0
Shieldhall DOA,S01008401,968,968,1.0
Shieldhall DOA,S01008402,1092,1092,1.0
Shieldhall DOA,S01008403,610,610,1.0
Shieldhall DOA,S01008404,967,967,1.0
Shieldhall DOA,S01008405,771,771,1.0
Shieldhall DOA,S01008406,966,978,0.9877300613496932
Shieldhall DOA,S01008407,522,522,1.0
Shieldhall DOA,S01008408,673,673,1.0
Shieldhall DOA,S01008409,867,867,1.0
Shieldhall DOA,S01008410,589,589,1.0
Shieldhall DOA,S01008411,604,604,1.0
Shieldhall DOA,S01008412,706,706,1.0
Shieldhall DOA,S01008413,549,549,1.0
Shieldhall DOA,S01008414,458,458,1.0
Shieldhall DOA,S01008415,841,841,1.0
Shieldhall DOA,S01008416,941,941,1.0
Shieldhall DOA,S01009758,598,598,1.0
Shieldhall DOA,S01009759,934,934,1.0
Shieldhall DOA,S01009760,893,893,1.0
Shieldhall DOA,S01009761,910,910,1.0
Shieldhall DOA,S01009762,926,926,1.0
Shieldhall DOA,S01009763,772,772,1.0
Shieldhall DOA,S01009764,674,674,1.0
Shieldhall DOA,S01009765,1019,1019,1.0
Shieldhall DOA,S01009766,563,563,1.0
Shieldhall DOA,S01009767,557,557,1.0
Shieldhall DOA,S01009768,610,610,1.0
Shieldhall DOA,S01009769,705,705,1.0
Shieldhall DOA,S01009770,711,711,1.0
Shieldhall DOA,S01009771,888,888,1.0
Shieldhall DOA,S01009772,635,635,1.0
Shieldhall DOA,S01009773,629,629,1.0
Shieldhall DOA,S01009774,563,563,1.0
Shieldhall DOA,S01009775,802,802,1.0
Shieldhall DOA,S01009776,720,720,1.0
Shieldhall DOA,S01009777,482,482,1.0
Shieldhall DOA,S01009778,822,822,1.0
Shieldhall DOA,S01009779,557,557,1.0
Shieldhall DOA,S01009780,608,608,1.0
Shieldhall DOA,S01009781,548,548,1.0
Shieldhall DOA,S01009782,556,556,1.0
Shieldhall DOA,S01009783,741,741,1.0
Shieldhall DOA,S01009784,756,756,1.0
Shieldhall DOA,S01009785,801,801,1.0
Shieldhall DOA,S01009786,963,963,1.0
Shieldhall DOA,S01009787,867,867,1.0
Shieldhall DOA,S01009788,833,833,1.0
Shieldhall DOA,S01009789,896,896,1.0
Shieldhall DOA,S01009790,629,629,1.0
Shieldhall DOA,S01009791,664,664,1.0
Shieldhall DOA,S01009792,958,958,1.0
Shieldhall DOA,S01009793,885,885,1.0
Shieldhall DOA,S01009794,516,516,1.0
Shieldhall DOA,S01009795,842,842,1.0
Shieldhall DOA,S01009796,768,768,1.0
Shieldhall DOA,S01009797,776,776,1.0
Shieldhall DOA,S01009798,722,722,1.0
Shieldhall DOA,S01009799,848,848,1.0
Shieldhall DOA,S01009800,1107,1107,1.0
Shieldhall DOA,S01009801,894,894,1.0
Shieldhall DOA,S01009802,1022,1022,1.0
Shieldhall DOA,S01009803,801,801,1.0
Shieldhall DOA,S01009804,511,511,1.0
Shieldhall DOA,S01009805,962,962,1.0
Shieldhall DOA,S01009806,901,901,1.0
Shieldhall DOA,S01009807,830,1008,0.8234126984126984
Shieldhall DOA,S01009808,469,918,0.5108932461873639
Shieldhall DOA,S01009809,685,685,1.0
Shieldhall DOA,S01009810,855,855,1.0
Shieldhall DOA,S01009811,1063,1063,1.0
Shieldhall DOA,S01009812,744,744,1.0
Shieldhall DOA,S01009813,769,769,1.0
Shieldhall DOA,S01009814,840,840,1.0
Shieldhall DOA,S01009815,710,710,1.0
Shieldhall DOA,S01009816,705,705,1.0
Shieldhall DOA,S01009817,690,826,0.8353510895883777
Shieldhall DOA,S01009818,926,1147,0.8073234524847428
Shieldhall DOA,S01009819,664,664,1.0
Shieldhall DOA,S01009820,958,958,1.0
Shieldhall DOA,S01009821,662,662,1.0
Shieldhall DOA,S01009822,479,559,0.8568872987477638
Shieldhall DOA,S01009823,728,728,1.0
Shieldhall DOA,S01009824,893,893,1.0
Shieldhall DOA,S01009825,1006,1047,0.9608404966571156
Shieldhall DOA,S01009826,582,582,1.0
Shieldhall DOA,S01009827,854,1115,0.7659192825112108
Shieldhall DOA,S01009828,767,808,0.9492574257425742
Shieldhall DOA,S01009829,967,967,1.0
Shieldhall DOA,S01009830,770,770,1.0
Shieldhall DOA,S01009831,779,779,1.0
Shieldhall DOA,S01009832,1003,1003,1.0
Shieldhall DOA,S01009833,555,555,1.0
Shieldhall DOA,S01009834,841,841,1.0
Shieldhall DOA,S01009835,526,526,1.0
Shieldhall DOA,S01009836,961,961,1.0
Shieldhall DOA,S01009837,689,689,1.0
Shieldhall DOA,S01009838,757,757,1.0
Shieldhall DOA,S01009839,974,974,1.0
Shieldhall DOA,S01009840,965,965,1.0
Shieldhall DOA,S01009841,814,814,1.0
Shieldhall DOA,S01009842,671,671,1.0
Shieldhall DOA,S01009843,640,640,1.0
Shieldhall DOA,S01009844,573,573,1.0
Shieldhall DOA,S01009845,744,744,1.0
Shieldhall DOA,S01009846,862,862,1.0
Shieldhall DOA,S01009847,595,595,1.0
Shieldhall DOA,S01009848,866,866,1.0
Shieldhall DOA,S01009849,734,734,1.0
Shieldhall DOA,S01009850,879,879,1.0
Shieldhall DOA,S01009851,824,824,1.0
Shieldhall DOA,S01009852,608,608,1.0
Shieldhall DOA,S01009853,876,876,1.0
Shieldhall DOA,S01009854,896,896,1.0
Shieldhall DOA,S01009855,572,572,1.0
Shieldhall DOA,S01009856,635,635,1.0
Shieldhall DOA,S01009857,907,907,1.0
Shieldhall DOA,S01009858,746,746,1.0
Shieldhall DOA,S01009859,1038,1038,1.0
Shieldhall DOA,S01009860,920,920,1.0
Shieldhall DOA,S01009861,901,1103,0.8168631006346329
Shieldhall DOA,S01009862,1109,1109,1.0
Shieldhall DOA,S01009863,804,804,1.0
Shieldhall DOA,S01009864,594,594,1.0
